date,seasonality,weather,is_holiday
2022-07-11,Summer,Sunny,1
2022-07-11,Summer,Cloudy,1
2022-07-11,Summer,Rainy,1
2022-07-11,Summer,Snowy,1
2022-07-12,Summer,Sunny,1
2022-07-12,Summer,Rainy,0
2022-07-12,Summer,Sunny,0
2022-07-12,Summer,Rainy,1
2022-07-12,Summer,Snowy,0
2022-07-12,Summer,Cloudy,0
2022-07-12,Summer,Snowy,1
2022-07-12,Summer,Cloudy,1
2022-07-13,Summer,Cloudy,0
2022-07-13,Summer,Snowy,0
2022-07-13,Summer,Sunny,0
2022-07-13,Summer,Rainy,0
2022-07-13,Summer,Rainy,1
2022-07-13,Summer,Cloudy,1
2022-07-13,Summer,Snowy,1
2022-07-13,Summer,Sunny,1
2022-07-14,Summer,Snowy,0
2022-07-14,Summer,Sunny,1
2022-07-14,Summer,Rainy,0
2022-07-14,Summer,Sunny,0
2022-07-14,Summer,Snowy,1
2022-07-14,Summer,Cloudy,0
2022-07-14,Summer,Cloudy,1
2022-07-14,Summer,Rainy,1
2022-07-15,Summer,Snowy,0
2022-07-15,Summer,Rainy,0
2022-07-15,Summer,Sunny,0
2022-07-15,Summer,Cloudy,0
2022-07-15,Summer,Rainy,1
2022-07-15,Summer,Cloudy,1
2022-07-15,Summer,Snowy,1
2022-07-15,Summer,Sunny,1
2022-07-16,Summer,Cloudy,1
2022-07-16,Summer,Cloudy,0
2022-07-16,Summer,Sunny,0
2022-07-16,Summer,Snowy,0
2022-07-16,Summer,Rainy,1
2022-07-16,Summer,Rainy,0
2022-07-16,Summer,Snowy,1
2022-07-16,Summer,Sunny,1
2022-07-17,Summer,Cloudy,0
2022-07-17,Summer,Rainy,0
2022-07-17,Summer,Snowy,1
2022-07-17,Summer,Sunny,0
2022-07-17,Summer,Snowy,0
2022-07-17,Summer,Sunny,1
2022-07-17,Summer,Cloudy,1
2022-07-17,Summer,Rainy,1
2022-07-18,Summer,Sunny,0
2022-07-18,Summer,Cloudy,0
2022-07-18,Summer,Sunny,1
2022-07-18,Summer,Snowy,0
2022-07-18,Summer,Rainy,0
2022-07-18,Summer,Cloudy,1
2022-07-18,Summer,Rainy,1
2022-07-18,Summer,Snowy,1
2022-07-19,Summer,Snowy,0
2022-07-19,Summer,Sunny,1
2022-07-19,Summer,Cloudy,0
2022-07-19,Summer,Sunny,0
2022-07-19,Summer,Rainy,0
2022-07-19,Summer,Cloudy,1
2022-07-19,Summer,Snowy,1
2022-07-19,Summer,Rainy,1
2022-07-20,Summer,Snowy,0
2022-07-20,Summer,Cloudy,0
2022-07-20,Summer,Snowy,1
2022-07-20,Summer,Rainy,0
2022-07-20,Summer,Sunny,0
2022-07-20,Summer,Rainy,1
2022-07-20,Summer,Sunny,1
2022-07-20,Summer,Cloudy,1
2022-07-21,Summer,Cloudy,0
2022-07-21,Summer,Snowy,0
2022-07-21,Summer,Sunny,0
2022-07-21,Summer,Cloudy,1
2022-07-21,Summer,Rainy,0
2022-07-21,Summer,Sunny,1
2022-07-21,Summer,Snowy,1
2022-07-21,Summer,Rainy,1
2022-07-22,Summer,Rainy,0
2022-07-22,Summer,Cloudy,0
2022-07-22,Summer,Cloudy,1
2022-07-22,Summer,Snowy,0
2022-07-22,Summer,Sunny,1
2022-07-22,Summer,Sunny,0
2022-07-22,Summer,Snowy,1
2022-07-22,Summer,Rainy,1
2022-07-23,Summer,Rainy,1
2022-07-23,Summer,Rainy,0
2022-07-23,Summer,Cloudy,0
2022-07-23,Summer,Sunny,0
2022-07-23,Summer,Snowy,0
2022-07-23,Summer,Sunny,1
2022-07-23,Summer,Cloudy,1
2022-07-23,Summer,Snowy,1
2022-07-24,Summer,Rainy,0
2022-07-24,Summer,Rainy,1
2022-07-24,Summer,Snowy,0
2022-07-24,Summer,Cloudy,1
2022-07-24,Summer,Cloudy,0
2022-07-24,Summer,Sunny,1
2022-07-24,Summer,Sunny,0
2022-07-24,Summer,Snowy,1
2022-07-25,Summer,Cloudy,0
2022-07-25,Summer,Rainy,0
2022-07-25,Summer,Sunny,0
2022-07-25,Summer,Cloudy,1
2022-07-25,Summer,Snowy,1
2022-07-25,Summer,Snowy,0
2022-07-25,Summer,Sunny,1
2022-07-25,Summer,Rainy,1
2022-07-26,Summer,Sunny,0
2022-07-26,Summer,Snowy,1
2022-07-26,Summer,Snowy,0
2022-07-26,Summer,Cloudy,0
2022-07-26,Summer,Rainy,0
2022-07-26,Summer,Rainy,1
2022-07-26,Summer,Sunny,1
2022-07-26,Summer,Cloudy,1
2022-07-27,Summer,Snowy,0
2022-07-27,Summer,Rainy,0
2022-07-27,Summer,Cloudy,0
2022-07-27,Summer,Rainy,1
2022-07-27,Summer,Sunny,0
2022-07-27,Summer,Sunny,1
2022-07-27,Summer,Snowy,1
2022-07-27,Summer,Cloudy,1
2022-07-28,Summer,Snowy,0
2022-07-28,Summer,Snowy,1
2022-07-28,Summer,Sunny,0
2022-07-28,Summer,Rainy,0
2022-07-28,Summer,Cloudy,1
2022-07-28,Summer,Cloudy,0
2022-07-28,Summer,Sunny,1
2022-07-28,Summer,Rainy,1
2022-07-29,Summer,Sunny,0
2022-07-29,Summer,Rainy,1
2022-07-29,Summer,Sunny,1
2022-07-29,Summer,Rainy,0
2022-07-29,Summer,Cloudy,0
2022-07-29,Summer,Snowy,0
2022-07-29,Summer,Snowy,1
2022-07-29,Summer,Cloudy,1
2022-07-30,Summer,Snowy,0
2022-07-30,Summer,Cloudy,0
2022-07-30,Summer,Rainy,0
2022-07-30,Summer,Sunny,0
2022-07-30,Summer,Sunny,1
2022-07-30,Summer,Cloudy,1
2022-07-30,Summer,Rainy,1
2022-07-30,Summer,Snowy,1
2022-07-31,Summer,Cloudy,0
2022-07-31,Summer,Snowy,0
2022-07-31,Summer,Sunny,0
2022-07-31,Summer,Cloudy,1
2022-07-31,Summer,Rainy,0
2022-07-31,Summer,Sunny,1
2022-07-31,Summer,Rainy,1
2022-07-31,Summer,Snowy,1
2022-08-01,Autumn,Snowy,0
2022-08-01,Autumn,Cloudy,0
2022-08-01,Autumn,Sunny,0
2022-08-01,Autumn,Sunny,1
2022-08-01,Autumn,Cloudy,1
2022-08-01,Autumn,Rainy,0
2022-08-01,Autumn,Rainy,1
2022-08-01,Autumn,Snowy,1
2022-08-02,Autumn,Rainy,0
2022-08-02,Autumn,Cloudy,0
2022-08-02,Autumn,Sunny,0
2022-08-02,Autumn,Snowy,1
2022-08-02,Autumn,Snowy,0
2022-08-02,Autumn,Cloudy,1
2022-08-02,Autumn,Sunny,1
2022-08-02,Autumn,Rainy,1
2022-08-03,Autumn,Rainy,0
2022-08-03,Autumn,Sunny,0
2022-08-03,Autumn,Cloudy,0
2022-08-03,Autumn,Snowy,0
2022-08-03,Autumn,Cloudy,1
2022-08-03,Autumn,Rainy,1
2022-08-03,Autumn,Sunny,1
2022-08-03,Autumn,Snowy,1
2022-08-04,Autumn,Snowy,0
2022-08-04,Autumn,Cloudy,0
2022-08-04,Autumn,Sunny,0
2022-08-04,Autumn,Rainy,0
2022-08-04,Autumn,Cloudy,1
2022-08-04,Autumn,Sunny,1
2022-08-04,Autumn,Rainy,1
2022-08-04,Autumn,Snowy,1
2022-08-05,Autumn,Rainy,0
2022-08-05,Autumn,Sunny,0
2022-08-05,Autumn,Snowy,0
2022-08-05,Autumn,Cloudy,0
2022-08-05,Autumn,Snowy,1
2022-08-05,Autumn,Sunny,1
2022-08-05,Autumn,Cloudy,1
2022-08-05,Autumn,Rainy,1
2022-08-06,Autumn,Rainy,1
2022-08-06,Autumn,Sunny,0
2022-08-06,Autumn,Rainy,0
2022-08-06,Autumn,Sunny,1
2022-08-06,Autumn,Cloudy,0
2022-08-06,Autumn,Snowy,0
2022-08-06,Autumn,Cloudy,1
2022-08-06,Autumn,Snowy,1
2022-08-07,Autumn,Rainy,0
2022-08-07,Autumn,Snowy,1
2022-08-07,Autumn,Snowy,0
2022-08-07,Autumn,Sunny,0
2022-08-07,Autumn,Sunny,1
2022-08-07,Autumn,Cloudy,1
2022-08-07,Autumn,Rainy,1
2022-08-07,Autumn,Cloudy,0
2022-08-08,Autumn,Sunny,0
2022-08-08,Autumn,Snowy,1
2022-08-08,Autumn,Rainy,0
2022-08-08,Autumn,Cloudy,0
2022-08-08,Autumn,Snowy,0
2022-08-08,Autumn,Rainy,1
2022-08-08,Autumn,Sunny,1
2022-08-08,Autumn,Cloudy,1
2022-08-09,Autumn,Snowy,0
2022-08-09,Autumn,Sunny,0
2022-08-09,Autumn,Rainy,0
2022-08-09,Autumn,Rainy,1
2022-08-09,Autumn,Sunny,1
2022-08-09,Autumn,Cloudy,0
2022-08-09,Autumn,Cloudy,1
2022-08-09,Autumn,Snowy,1
2022-08-10,Autumn,Rainy,0
2022-08-10,Autumn,Snowy,0
2022-08-10,Autumn,Sunny,0
2022-08-10,Autumn,Cloudy,0
2022-08-10,Autumn,Snowy,1
2022-08-10,Autumn,Sunny,1
2022-08-10,Autumn,Cloudy,1
2022-08-10,Autumn,Rainy,1
2022-08-11,Autumn,Sunny,1
2022-08-11,Autumn,Snowy,1
2022-08-11,Autumn,Rainy,1
2022-08-11,Autumn,Cloudy,0
2022-08-11,Autumn,Rainy,0
2022-08-11,Autumn,Snowy,0
2022-08-11,Autumn,Sunny,0
2022-08-11,Autumn,Cloudy,1
2022-08-12,Autumn,Sunny,0
2022-08-12,Autumn,Cloudy,0
2022-08-12,Autumn,Rainy,0
2022-08-12,Autumn,Snowy,1
2022-08-12,Autumn,Snowy,0
2022-08-12,Autumn,Sunny,1
2022-08-12,Autumn,Rainy,1
2022-08-12,Autumn,Cloudy,1
2022-08-13,Autumn,Cloudy,1
2022-08-13,Autumn,Cloudy,0
2022-08-13,Autumn,Rainy,0
2022-08-13,Autumn,Rainy,1
2022-08-13,Autumn,Sunny,0
2022-08-13,Autumn,Snowy,0
2022-08-13,Autumn,Sunny,1
2022-08-13,Autumn,Snowy,1
2022-08-14,Autumn,Cloudy,0
2022-08-14,Autumn,Snowy,0
2022-08-14,Autumn,Rainy,0
2022-08-14,Autumn,Sunny,0
2022-08-14,Autumn,Snowy,1
2022-08-14,Autumn,Sunny,1
2022-08-14,Autumn,Rainy,1
2022-08-14,Autumn,Cloudy,1
2022-08-15,Autumn,Sunny,0
2022-08-15,Autumn,Rainy,0
2022-08-15,Autumn,Cloudy,0
2022-08-15,Autumn,Snowy,0
2022-08-15,Autumn,Cloudy,1
2022-08-15,Autumn,Snowy,1
2022-08-15,Autumn,Rainy,1
2022-08-15,Autumn,Sunny,1
2022-08-16,Autumn,Sunny,0
2022-08-16,Autumn,Snowy,1
2022-08-16,Autumn,Cloudy,0
2022-08-16,Autumn,Rainy,0
2022-08-16,Autumn,Rainy,1
2022-08-16,Autumn,Sunny,1
2022-08-16,Autumn,Snowy,0
2022-08-16,Autumn,Cloudy,1
2022-08-17,Autumn,Rainy,0
2022-08-17,Autumn,Snowy,0
2022-08-17,Autumn,Cloudy,0
2022-08-17,Autumn,Rainy,1
2022-08-17,Autumn,Sunny,0
2022-08-17,Autumn,Sunny,1
2022-08-17,Autumn,Cloudy,1
2022-08-17,Autumn,Snowy,1
2022-08-18,Autumn,Cloudy,0
2022-08-18,Autumn,Rainy,0
2022-08-18,Autumn,Snowy,1
2022-08-18,Autumn,Snowy,0
2022-08-18,Autumn,Sunny,0
2022-08-18,Autumn,Sunny,1
2022-08-18,Autumn,Cloudy,1
2022-08-18,Autumn,Rainy,1
2022-08-19,Autumn,Cloudy,0
2022-08-19,Autumn,Snowy,0
2022-08-19,Autumn,Rainy,0
2022-08-19,Autumn,Sunny,0
2022-08-19,Autumn,Snowy,1
2022-08-19,Autumn,Rainy,1
2022-08-19,Autumn,Sunny,1
2022-08-19,Autumn,Cloudy,1
2022-08-20,Autumn,Sunny,1
2022-08-20,Autumn,Rainy,0
2022-08-20,Autumn,Snowy,0
2022-08-20,Autumn,Rainy,1
2022-08-20,Autumn,Cloudy,0
2022-08-20,Autumn,Sunny,0
2022-08-20,Autumn,Cloudy,1
2022-08-20,Autumn,Snowy,1
2022-08-21,Autumn,Sunny,0
2022-08-21,Autumn,Rainy,0
2022-08-21,Autumn,Snowy,0
2022-08-21,Autumn,Cloudy,0
2022-08-21,Autumn,Snowy,1
2022-08-21,Autumn,Cloudy,1
2022-08-21,Autumn,Rainy,1
2022-08-21,Autumn,Sunny,1
2022-08-22,Autumn,Snowy,0
2022-08-22,Autumn,Rainy,0
2022-08-22,Autumn,Cloudy,0
2022-08-22,Autumn,Sunny,0
2022-08-22,Autumn,Sunny,1
2022-08-22,Autumn,Cloudy,1
2022-08-22,Autumn,Rainy,1
2022-08-22,Autumn,Snowy,1
2022-08-23,Autumn,Snowy,0
2022-08-23,Autumn,Rainy,0
2022-08-23,Autumn,Cloudy,1
2022-08-23,Autumn,Cloudy,0
2022-08-23,Autumn,Sunny,1
2022-08-23,Autumn,Sunny,0
2022-08-23,Autumn,Snowy,1
2022-08-23,Autumn,Rainy,1
2022-08-24,Autumn,Rainy,0
2022-08-24,Autumn,Snowy,0
2022-08-24,Autumn,Cloudy,1
2022-08-24,Autumn,Cloudy,0
2022-08-24,Autumn,Sunny,0
2022-08-24,Autumn,Rainy,1
2022-08-24,Autumn,Sunny,1
2022-08-24,Autumn,Snowy,1
2022-08-25,Autumn,Snowy,0
2022-08-25,Autumn,Rainy,0
2022-08-25,Autumn,Sunny,0
2022-08-25,Autumn,Cloudy,0
2022-08-25,Autumn,Snowy,1
2022-08-25,Autumn,Sunny,1
2022-08-25,Autumn,Rainy,1
2022-08-25,Autumn,Cloudy,1
2022-08-26,Autumn,Sunny,0
2022-08-26,Autumn,Rainy,1
2022-08-26,Autumn,Rainy,0
2022-08-26,Autumn,Snowy,1
2022-08-26,Autumn,Cloudy,0
2022-08-26,Autumn,Snowy,0
2022-08-26,Autumn,Cloudy,1
2022-08-26,Autumn,Sunny,1
2022-08-27,Autumn,Snowy,0
2022-08-27,Autumn,Rainy,0
2022-08-27,Autumn,Cloudy,0
2022-08-27,Autumn,Sunny,1
2022-08-27,Autumn,Rainy,1
2022-08-27,Autumn,Snowy,1
2022-08-27,Autumn,Sunny,0
2022-08-27,Autumn,Cloudy,1
2022-08-28,Autumn,Snowy,0
2022-08-28,Autumn,Sunny,0
2022-08-28,Autumn,Rainy,0
2022-08-28,Autumn,Snowy,1
2022-08-28,Autumn,Cloudy,0
2022-08-28,Autumn,Sunny,1
2022-08-28,Autumn,Cloudy,1
2022-08-28,Autumn,Rainy,1
2022-08-29,Autumn,Snowy,0
2022-08-29,Autumn,Sunny,0
2022-08-29,Autumn,Snowy,1
2022-08-29,Autumn,Rainy,1
2022-08-29,Autumn,Sunny,1
2022-08-29,Autumn,Cloudy,1
2022-08-29,Autumn,Rainy,0
2022-08-29,Autumn,Cloudy,0
2022-08-30,Autumn,Cloudy,1
2022-08-30,Autumn,Rainy,0
2022-08-30,Autumn,Sunny,0
2022-08-30,Autumn,Snowy,0
2022-08-30,Autumn,Rainy,1
2022-08-30,Autumn,Sunny,1
2022-08-30,Autumn,Snowy,1
2022-08-30,Autumn,Cloudy,0
2022-08-31,Autumn,Sunny,1
2022-08-31,Autumn,Cloudy,0
2022-08-31,Autumn,Rainy,0
2022-08-31,Autumn,Sunny,0
2022-08-31,Autumn,Cloudy,1
2022-08-31,Autumn,Snowy,0
2022-08-31,Autumn,Snowy,1
2022-08-31,Autumn,Rainy,1
2022-09-01,Autumn,Sunny,0
2022-09-01,Autumn,Cloudy,1
2022-09-01,Autumn,Sunny,1
2022-09-01,Autumn,Rainy,0
2022-09-01,Autumn,Snowy,0
2022-09-01,Autumn,Cloudy,0
2022-09-01,Autumn,Snowy,1
2022-09-01,Autumn,Rainy,1
2022-09-02,Autumn,Rainy,0
2022-09-02,Autumn,Snowy,1
2022-09-02,Autumn,Cloudy,0
2022-09-02,Autumn,Sunny,0
2022-09-02,Autumn,Rainy,1
2022-09-02,Autumn,Snowy,0
2022-09-02,Autumn,Sunny,1
2022-09-02,Autumn,Cloudy,1
2022-09-03,Autumn,Rainy,0
2022-09-03,Autumn,Sunny,0
2022-09-03,Autumn,Cloudy,1
2022-09-03,Autumn,Cloudy,0
2022-09-03,Autumn,Snowy,0
2022-09-03,Autumn,Sunny,1
2022-09-03,Autumn,Rainy,1
2022-09-03,Autumn,Snowy,1
2022-09-04,Autumn,Rainy,0
2022-09-04,Autumn,Sunny,0
2022-09-04,Autumn,Snowy,0
2022-09-04,Autumn,Cloudy,0
2022-09-04,Autumn,Rainy,1
2022-09-04,Autumn,Sunny,1
2022-09-04,Autumn,Snowy,1
2022-09-04,Autumn,Cloudy,1
2022-09-05,Autumn,Sunny,0
2022-09-05,Autumn,Rainy,1
2022-09-05,Autumn,Rainy,0
2022-09-05,Autumn,Cloudy,0
2022-09-05,Autumn,Snowy,0
2022-09-05,Autumn,Cloudy,1
2022-09-05,Autumn,Snowy,1
2022-09-05,Autumn,Sunny,1
2022-09-06,Autumn,Rainy,0
2022-09-06,Autumn,Snowy,1
2022-09-06,Autumn,Sunny,0
2022-09-06,Autumn,Snowy,0
2022-09-06,Autumn,Cloudy,0
2022-09-06,Autumn,Sunny,1
2022-09-06,Autumn,Rainy,1
2022-09-06,Autumn,Cloudy,1
2022-09-07,Autumn,Cloudy,0
2022-09-07,Autumn,Sunny,1
2022-09-07,Autumn,Rainy,0
2022-09-07,Autumn,Snowy,0
2022-09-07,Autumn,Cloudy,1
2022-09-07,Autumn,Sunny,0
2022-09-07,Autumn,Snowy,1
2022-09-07,Autumn,Rainy,1
2022-09-08,Autumn,Cloudy,0
2022-09-08,Autumn,Snowy,0
2022-09-08,Autumn,Sunny,0
2022-09-08,Autumn,Rainy,1
2022-09-08,Autumn,Sunny,1
2022-09-08,Autumn,Cloudy,1
2022-09-08,Autumn,Rainy,0
2022-09-08,Autumn,Snowy,1
2022-09-09,Autumn,Cloudy,0
2022-09-09,Autumn,Rainy,0
2022-09-09,Autumn,Sunny,0
2022-09-09,Autumn,Snowy,0
2022-09-09,Autumn,Rainy,1
2022-09-09,Autumn,Cloudy,1
2022-09-09,Autumn,Sunny,1
2022-09-09,Autumn,Snowy,1
2022-09-10,Autumn,Snowy,0
2022-09-10,Autumn,Rainy,0
2022-09-10,Autumn,Snowy,1
2022-09-10,Autumn,Cloudy,0
2022-09-10,Autumn,Cloudy,1
2022-09-10,Autumn,Sunny,0
2022-09-10,Autumn,Sunny,1
2022-09-10,Autumn,Rainy,1
2022-09-11,Autumn,Cloudy,0
2022-09-11,Autumn,Snowy,0
2022-09-11,Autumn,Rainy,0
2022-09-11,Autumn,Sunny,0
2022-09-11,Autumn,Snowy,1
2022-09-11,Autumn,Sunny,1
2022-09-11,Autumn,Rainy,1
2022-09-11,Autumn,Cloudy,1
2022-09-12,Autumn,Rainy,0
2022-09-12,Autumn,Sunny,0
2022-09-12,Autumn,Sunny,1
2022-09-12,Autumn,Rainy,1
2022-09-12,Autumn,Snowy,0
2022-09-12,Autumn,Cloudy,0
2022-09-12,Autumn,Snowy,1
2022-09-12,Autumn,Cloudy,1
2022-09-13,Autumn,Rainy,0
2022-09-13,Autumn,Cloudy,0
2022-09-13,Autumn,Sunny,0
2022-09-13,Autumn,Rainy,1
2022-09-13,Autumn,Snowy,0
2022-09-13,Autumn,Sunny,1
2022-09-13,Autumn,Snowy,1
2022-09-13,Autumn,Cloudy,1
2022-09-14,Autumn,Cloudy,1
2022-09-14,Autumn,Rainy,0
2022-09-14,Autumn,Rainy,1
2022-09-14,Autumn,Sunny,0
2022-09-14,Autumn,Snowy,0
2022-09-14,Autumn,Snowy,1
2022-09-14,Autumn,Cloudy,0
2022-09-14,Autumn,Sunny,1
2022-09-15,Autumn,Cloudy,0
2022-09-15,Autumn,Rainy,0
2022-09-15,Autumn,Snowy,0
2022-09-15,Autumn,Snowy,1
2022-09-15,Autumn,Rainy,1
2022-09-15,Autumn,Sunny,0
2022-09-15,Autumn,Cloudy,1
2022-09-15,Autumn,Sunny,1
2022-09-16,Autumn,Sunny,1
2022-09-16,Autumn,Cloudy,0
2022-09-16,Autumn,Sunny,0
2022-09-16,Autumn,Snowy,0
2022-09-16,Autumn,Rainy,1
2022-09-16,Autumn,Rainy,0
2022-09-16,Autumn,Snowy,1
2022-09-16,Autumn,Cloudy,1
2022-09-17,Autumn,Rainy,0
2022-09-17,Autumn,Cloudy,0
2022-09-17,Autumn,Snowy,0
2022-09-17,Autumn,Sunny,0
2022-09-17,Autumn,Snowy,1
2022-09-17,Autumn,Sunny,1
2022-09-17,Autumn,Rainy,1
2022-09-17,Autumn,Cloudy,1
2022-09-18,Autumn,Snowy,0
2022-09-18,Autumn,Sunny,0
2022-09-18,Autumn,Rainy,0
2022-09-18,Autumn,Snowy,1
2022-09-18,Autumn,Cloudy,0
2022-09-18,Autumn,Cloudy,1
2022-09-18,Autumn,Sunny,1
2022-09-18,Autumn,Rainy,1
2022-09-19,Autumn,Snowy,0
2022-09-19,Autumn,Rainy,0
2022-09-19,Autumn,Sunny,0
2022-09-19,Autumn,Cloudy,0
2022-09-19,Autumn,Cloudy,1
2022-09-19,Autumn,Sunny,1
2022-09-19,Autumn,Snowy,1
2022-09-19,Autumn,Rainy,1
2022-09-20,Autumn,Snowy,0
2022-09-20,Autumn,Cloudy,0
2022-09-20,Autumn,Rainy,0
2022-09-20,Autumn,Sunny,0
2022-09-20,Autumn,Snowy,1
2022-09-20,Autumn,Rainy,1
2022-09-20,Autumn,Cloudy,1
2022-09-20,Autumn,Sunny,1
2022-09-21,Autumn,Rainy,1
2022-09-21,Autumn,Cloudy,0
2022-09-21,Autumn,Sunny,0
2022-09-21,Autumn,Rainy,0
2022-09-21,Autumn,Snowy,0
2022-09-21,Autumn,Cloudy,1
2022-09-21,Autumn,Sunny,1
2022-09-21,Autumn,Snowy,1
2022-09-22,Autumn,Rainy,0
2022-09-22,Autumn,Snowy,0
2022-09-22,Autumn,Sunny,1
2022-09-22,Autumn,Rainy,1
2022-09-22,Autumn,Cloudy,0
2022-09-22,Autumn,Sunny,0
2022-09-22,Autumn,Snowy,1
2022-09-22,Autumn,Cloudy,1
2022-09-23,Autumn,Sunny,0
2022-09-23,Autumn,Snowy,0
2022-09-23,Autumn,Rainy,1
2022-09-23,Autumn,Rainy,0
2022-09-23,Autumn,Cloudy,1
2022-09-23,Autumn,Cloudy,0
2022-09-23,Autumn,Snowy,1
2022-09-23,Autumn,Sunny,1
2022-09-24,Autumn,Cloudy,0
2022-09-24,Autumn,Sunny,0
2022-09-24,Autumn,Snowy,0
2022-09-24,Autumn,Rainy,0
2022-09-24,Autumn,Snowy,1
2022-09-24,Autumn,Sunny,1
2022-09-24,Autumn,Cloudy,1
2022-09-24,Autumn,Rainy,1
2022-09-25,Autumn,Sunny,0
2022-09-25,Autumn,Snowy,0
2022-09-25,Autumn,Rainy,0
2022-09-25,Autumn,Snowy,1
2022-09-25,Autumn,Cloudy,0
2022-09-25,Autumn,Cloudy,1
2022-09-25,Autumn,Sunny,1
2022-09-25,Autumn,Rainy,1
2022-09-26,Autumn,Rainy,0
2022-09-26,Autumn,Cloudy,0
2022-09-26,Autumn,Snowy,0
2022-09-26,Autumn,Sunny,0
2022-09-26,Autumn,Cloudy,1
2022-09-26,Autumn,Snowy,1
2022-09-26,Autumn,Rainy,1
2022-09-26,Autumn,Sunny,1
2022-09-27,Autumn,Rainy,0
2022-09-27,Autumn,Snowy,0
2022-09-27,Autumn,Cloudy,1
2022-09-27,Autumn,Cloudy,0
2022-09-27,Autumn,Sunny,0
2022-09-27,Autumn,Snowy,1
2022-09-27,Autumn,Rainy,1
2022-09-27,Autumn,Sunny,1
2022-09-28,Autumn,Snowy,1
2022-09-28,Autumn,Cloudy,0
2022-09-28,Autumn,Rainy,0
2022-09-28,Autumn,Sunny,0
2022-09-28,Autumn,Cloudy,1
2022-09-28,Autumn,Snowy,0
2022-09-28,Autumn,Rainy,1
2022-09-28,Autumn,Sunny,1
2022-09-29,Autumn,Rainy,0
2022-09-29,Autumn,Snowy,0
2022-09-29,Autumn,Snowy,1
2022-09-29,Autumn,Sunny,0
2022-09-29,Autumn,Cloudy,0
2022-09-29,Autumn,Rainy,1
2022-09-29,Autumn,Cloudy,1
2022-09-29,Autumn,Sunny,1
2022-09-30,Autumn,Snowy,0
2022-09-30,Autumn,Sunny,0
2022-09-30,Autumn,Sunny,1
2022-09-30,Autumn,Cloudy,0
2022-09-30,Autumn,Cloudy,1
2022-09-30,Autumn,Snowy,1
2022-09-30,Autumn,Rainy,0
2022-09-30,Autumn,Rainy,1
2022-10-01,Autumn,Rainy,0
2022-10-01,Autumn,Cloudy,1
2022-10-01,Autumn,Sunny,0
2022-10-01,Autumn,Cloudy,0
2022-10-01,Autumn,Rainy,1
2022-10-01,Autumn,Snowy,1
2022-10-01,Autumn,Snowy,0
2022-10-02,Autumn,Sunny,0
2022-10-02,Autumn,Cloudy,0
2022-10-02,Autumn,Snowy,0
2022-10-02,Autumn,Sunny,1
2022-10-02,Autumn,Cloudy,1
2022-10-02,Autumn,Rainy,0
2022-10-02,Autumn,Rainy,1
2022-10-02,Autumn,Snowy,1
2022-10-03,Autumn,Sunny,0
2022-10-03,Autumn,Cloudy,0
2022-10-03,Autumn,Snowy,0
2022-10-03,Autumn,Rainy,1
2022-10-03,Autumn,Rainy,0
2022-10-03,Autumn,Snowy,1
2022-10-03,Autumn,Cloudy,1
2022-10-03,Autumn,Sunny,1
2022-10-04,Autumn,Rainy,0
2022-10-04,Autumn,Cloudy,0
2022-10-04,Autumn,Cloudy,1
2022-10-04,Autumn,Sunny,0
2022-10-04,Autumn,Snowy,0
2022-10-04,Autumn,Sunny,1
2022-10-04,Autumn,Rainy,1
2022-10-04,Autumn,Snowy,1
2022-10-05,Autumn,Rainy,0
2022-10-05,Autumn,Sunny,0
2022-10-05,Autumn,Snowy,0
2022-10-05,Autumn,Cloudy,0
2022-10-05,Autumn,Sunny,1
2022-10-05,Autumn,Snowy,1
2022-10-05,Autumn,Rainy,1
2022-10-05,Autumn,Cloudy,1
2022-10-06,Autumn,Sunny,0
2022-10-06,Autumn,Cloudy,0
2022-10-06,Autumn,Sunny,1
2022-10-06,Autumn,Cloudy,1
2022-10-06,Autumn,Snowy,0
2022-10-06,Autumn,Rainy,0
2022-10-06,Autumn,Snowy,1
2022-10-06,Autumn,Rainy,1
2022-10-07,Autumn,Cloudy,0
2022-10-07,Autumn,Rainy,0
2022-10-07,Autumn,Snowy,0
2022-10-07,Autumn,Sunny,0
2022-10-07,Autumn,Rainy,1
2022-10-07,Autumn,Cloudy,1
2022-10-07,Autumn,Sunny,1
2022-10-07,Autumn,Snowy,1
2022-10-08,Autumn,Snowy,0
2022-10-08,Autumn,Rainy,0
2022-10-08,Autumn,Snowy,1
2022-10-08,Autumn,Sunny,0
2022-10-08,Autumn,Cloudy,0
2022-10-08,Autumn,Sunny,1
2022-10-08,Autumn,Cloudy,1
2022-10-08,Autumn,Rainy,1
2022-10-09,Autumn,Cloudy,0
2022-10-09,Autumn,Sunny,0
2022-10-09,Autumn,Rainy,0
2022-10-09,Autumn,Snowy,0
2022-10-09,Autumn,Rainy,1
2022-10-09,Autumn,Cloudy,1
2022-10-09,Autumn,Snowy,1
2022-10-09,Autumn,Sunny,1
2022-10-10,Autumn,Sunny,1
2022-10-10,Autumn,Rainy,0
2022-10-10,Autumn,Snowy,0
2022-10-10,Autumn,Sunny,0
2022-10-10,Autumn,Cloudy,0
2022-10-10,Autumn,Cloudy,1
2022-10-10,Autumn,Snowy,1
2022-10-10,Autumn,Rainy,1
2022-10-11,Autumn,Cloudy,0
2022-10-11,Autumn,Snowy,0
2022-10-11,Autumn,Sunny,1
